"","GO_ID","Term"
"25523","GO:1904354","negative regulation of telomere capping"
"25524","GO:1904355","positive regulation of telomere capping"
"25525","GO:1904356","regulation of telomere maintenance via telomere lengthening"
"25526","GO:1904357","negative regulation of telomere maintenance via telomere lengthening"
"25527","GO:1904358","positive regulation of telomere maintenance via telomere lengthening"
"25528","GO:1904359","regulation of spore germination"
"25529","GO:1904360","negative regulation of spore germination"
"25530","GO:1904361","positive regulation of spore germination"
"25531","GO:1904362","regulation of calcitonin secretion"
"25532","GO:1904363","negative regulation of calcitonin secretion"
"25533","GO:1904364","positive regulation of calcitonin secretion"
"25534","GO:1904365","regulation of chemokinesis"
"25535","GO:1904366","negative regulation of chemokinesis"
"25536","GO:1904367","positive regulation of chemokinesis"
"25537","GO:1904368","regulation of sclerenchyma cell differentiation"
"25538","GO:1904369","positive regulation of sclerenchyma cell differentiation"
"25539","GO:1904370","regulation of protein localization to actin cortical patch"
"25540","GO:1904371","negative regulation of protein localization to actin cortical patch"
"25541","GO:1904372","positive regulation of protein localization to actin cortical patch"
"25542","GO:1904373","response to kainic acid"
"25543","GO:1904374","cellular response to kainic acid"
"25544","GO:1904375","regulation of protein localization to cell periphery"
"25545","GO:1904376","negative regulation of protein localization to cell periphery"
"25546","GO:1904377","positive regulation of protein localization to cell periphery"
"25547","GO:1904378","maintenance of unfolded protein involved in ERAD pathway"
"25548","GO:1904379","protein localization to cytosolic proteasome complex involved in ERAD pathway"
"25549","GO:1904380","endoplasmic reticulum mannose trimming"
"25550","GO:1904381","Golgi apparatus mannose trimming"
"25551","GO:1904382","mannose trimming involved in glycoprotein ERAD pathway"
"25552","GO:1904383","response to sodium phosphate"
"25553","GO:1904384","cellular response to sodium phosphate"
"25554","GO:1904385","cellular response to angiotensin"
"25555","GO:1904386","response to L-phenylalanine derivative"
"25556","GO:1904387","cellular response to L-phenylalanine derivative"
"25557","GO:1904388","negative regulation of ncRNA transcription associated with protein coding gene TSS/TES"
"25558","GO:1904389","rod bipolar cell differentiation"
"25559","GO:1904390","cone retinal bipolar cell differentiation"
"25560","GO:1904391","response to ciliary neurotrophic factor"
"25561","GO:1904392","cellular response to ciliary neurotrophic factor"
"25562","GO:1904393","regulation of skeletal muscle acetylcholine-gated channel clustering"
"25563","GO:1904394","negative regulation of skeletal muscle acetylcholine-gated channel clustering"
"25564","GO:1904395","positive regulation of skeletal muscle acetylcholine-gated channel clustering"
"25565","GO:1904396","regulation of neuromuscular junction development"
"25566","GO:1904397","negative regulation of neuromuscular junction development"
"25567","GO:1904398","positive regulation of neuromuscular junction development"
"25568","GO:1904400","response to Thyroid stimulating hormone"
"25569","GO:1904401","cellular response to Thyroid stimulating hormone"
"25570","GO:1904402","response to nocodazole"
"25571","GO:1904403","cellular response to nocodazole"
"25572","GO:1904404","response to formaldehyde"
"25573","GO:1904405","cellular response to formaldehyde"
"25574","GO:1904406","negative regulation of nitric oxide metabolic process"
"25575","GO:1904407","positive regulation of nitric oxide metabolic process"
"25576","GO:1904409","regulation of secretory granule organization"
"25577","GO:1904410","negative regulation of secretory granule organization"
"25578","GO:1904411","positive regulation of secretory granule organization"
"25579","GO:1904412","regulation of cardiac ventricle development"
"25580","GO:1904413","negative regulation of cardiac ventricle development"
"25581","GO:1904414","positive regulation of cardiac ventricle development"
"25582","GO:1904415","regulation of xenophagy"
"25583","GO:1904416","negative regulation of xenophagy"
"25584","GO:1904417","positive regulation of xenophagy"
"25585","GO:1904418","regulation of telomeric loop formation"
"25586","GO:1904419","negative regulation of telomeric loop formation"
"25587","GO:1904420","positive regulation of telomeric loop formation"
"25588","GO:1904421","response to D-galactosamine"
"25589","GO:1904422","cellular response to D-galactosamine"
"25590","GO:1904424","regulation of GTP binding"
"25591","GO:1904425","negative regulation of GTP binding"
"25592","GO:1904426","positive regulation of GTP binding"
"25593","GO:1904427","positive regulation of calcium ion transmembrane transport"
"25594","GO:1904428","negative regulation of tubulin deacetylation"
"25595","GO:1904429","regulation of t-circle formation"
"25596","GO:1904430","negative regulation of t-circle formation"
"25597","GO:1904431","positive regulation of t-circle formation"
"25598","GO:1904432","regulation of ferrous iron binding"
"25599","GO:1904433","negative regulation of ferrous iron binding"
"25600","GO:1904434","positive regulation of ferrous iron binding"
"25601","GO:1904435","regulation of transferrin receptor binding"
"25602","GO:1904436","negative regulation of transferrin receptor binding"
"25603","GO:1904437","positive regulation of transferrin receptor binding"
"25604","GO:1904438","regulation of iron ion import across plasma membrane"
"25605","GO:1904439","negative regulation of iron ion import across plasma membrane"
"25606","GO:1904440","positive regulation of iron ion import across plasma membrane"
"25607","GO:1904441","regulation of thyroid gland epithelial cell proliferation"
"25608","GO:1904442","negative regulation of thyroid gland epithelial cell proliferation"
"25609","GO:1904443","positive regulation of thyroid gland epithelial cell proliferation"
"25610","GO:1904444","regulation of establishment of Sertoli cell barrier"
"25611","GO:1904445","negative regulation of establishment of Sertoli cell barrier"
"25612","GO:1904446","positive regulation of establishment of Sertoli cell barrier"
"25613","GO:1904447","folate import across plasma membrane"
"25614","GO:1904448","regulation of aspartate secretion"
"25615","GO:1904449","negative regulation of aspartate secretion"
"25616","GO:1904450","positive regulation of aspartate secretion"
"25617","GO:1904451","regulation of potassium:proton exchanging ATPase activity"
"25618","GO:1904452","negative regulation of potassium:proton exchanging ATPase activity"
"25619","GO:1904453","positive regulation of potassium:proton exchanging ATPase activity"
"25620","GO:1904456","negative regulation of neuronal action potential"
"25621","GO:1904457","positive regulation of neuronal action potential"
"25622","GO:1904458","regulation of substance P secretion"
"25623","GO:1904459","negative regulation of substance P secretion"
"25624","GO:1904460","positive regulation of substance P secretion"
"25625","GO:1904461","ergosteryl 3-beta-D-glucoside metabolic process"
"25626","GO:1904462","ergosteryl 3-beta-D-glucoside catabolic process"
"25627","GO:1904463","ergosteryl 3-beta-D-glucoside biosynthetic process"
"25628","GO:1904464","regulation of matrix metallopeptidase secretion"
"25629","GO:1904465","negative regulation of matrix metallopeptidase secretion"
"25630","GO:1904466","positive regulation of matrix metallopeptidase secretion"
"25631","GO:1904470","regulation of endothelin production"
"25632","GO:1904471","negative regulation of endothelin production"
"25633","GO:1904472","positive regulation of endothelin production"
"25634","GO:1904473","response to L-dopa"
"25635","GO:1904474","cellular response to L-dopa"
"25636","GO:1904475","regulation of small GTPase binding"
"25637","GO:1904476","negative regulation of small GTPase binding"
"25638","GO:1904477","positive regulation of small GTPase binding"
"25639","GO:1904478","regulation of intestinal absorption"
"25640","GO:1904479","negative regulation of intestinal absorption"
"25641","GO:1904480","positive regulation of intestinal absorption"
"25642","GO:1904481","response to tetrahydrofolate"
"25643","GO:1904482","cellular response to tetrahydrofolate"
"25644","GO:1904484","cloacal gland development"
"25645","GO:1904486","response to 17alpha-ethynylestradiol"
"25646","GO:1904487","cellular response to 17alpha-ethynylestradiol"
"25647","GO:1904488","regulation of reactive oxygen species metabolic process by positive regulation of transcription from RNA polymerase II promoter"
"25648","GO:1904489","regulation of reactive oxygen species metabolic process by negative regulation of transcription from RNA polymerase II promoter"
"25649","GO:1904490","negative regulation of mitochondrial unfolded protein response by negative regulation of transcription from RNA polymerase II promoter"
"25650","GO:1904491","protein localization to ciliary transition zone"
"25651","GO:1904494","regulation of substance P secretion, neurotransmission"
"25652","GO:1904495","negative regulation of substance P secretion, neurotransmission"
"25653","GO:1904496","positive regulation of substance P secretion, neurotransmission"
"25654","GO:1904498","protein localization to mitotic actomyosin contractile ring"
"25655","GO:1904502","regulation of lipophagy"
"25656","GO:1904503","negative regulation of lipophagy"
"25657","GO:1904504","positive regulation of lipophagy"
"25658","GO:1904505","regulation of telomere maintenance in response to DNA damage"
"25659","GO:1904506","negative regulation of telomere maintenance in response to DNA damage"
"25660","GO:1904507","positive regulation of telomere maintenance in response to DNA damage"
"25661","GO:1904508","regulation of protein localization to basolateral plasma membrane"
"25662","GO:1904509","negative regulation of protein localization to basolateral plasma membrane"
"25663","GO:1904510","positive regulation of protein localization to basolateral plasma membrane"
"25664","GO:1904512","regulation of initiation of premeiotic DNA replication"
"25665","GO:1904513","negative regulation of initiation of premeiotic DNA replication"
"25666","GO:1904514","positive regulation of initiation of premeiotic DNA replication"
"25667","GO:1904515","positive regulation of TORC2 signaling"
"25668","GO:1904516","myofibroblast cell apoptotic process"
"25669","GO:1904518","protein localization to cytoplasmic microtubule plus-end"
"25670","GO:1904519","protein localization to microtubule minus-end"
"25671","GO:1904520","regulation of myofibroblast cell apoptotic process"
"25672","GO:1904521","negative regulation of myofibroblast cell apoptotic process"
"25673","GO:1904522","positive regulation of myofibroblast cell apoptotic process"
"25674","GO:1904523","regulation of DNA amplification"
"25675","GO:1904524","negative regulation of DNA amplification"
"25676","GO:1904525","positive regulation of DNA amplification"
"25677","GO:1904526","regulation of microtubule binding"
"25678","GO:1904527","negative regulation of microtubule binding"
"25679","GO:1904528","positive regulation of microtubule binding"
"25680","GO:1904529","regulation of actin filament binding"
"25681","GO:1904530","negative regulation of actin filament binding"
"25682","GO:1904531","positive regulation of actin filament binding"
"25683","GO:1904533","regulation of telomeric loop disassembly"
"25684","GO:1904534","negative regulation of telomeric loop disassembly"
"25685","GO:1904535","positive regulation of telomeric loop disassembly"
"25686","GO:1904536","regulation of mitotic telomere tethering at nuclear periphery"
"25687","GO:1904537","negative regulation of mitotic telomere tethering at nuclear periphery"
"25688","GO:1904538","regulation of glycolytic process through fructose-6-phosphate"
"25689","GO:1904539","negative regulation of glycolytic process through fructose-6-phosphate"
"25690","GO:1904540","positive regulation of glycolytic process through fructose-6-phosphate"
"25691","GO:1904541","fungal-type cell wall disassembly involved in conjugation with cellular fusion"
"25692","GO:1904542","regulation of free ubiquitin chain polymerization"
"25693","GO:1904543","negative regulation of free ubiquitin chain polymerization"
"25694","GO:1904544","positive regulation of free ubiquitin chain polymerization"
"25695","GO:1904547","regulation of cellular response to glucose starvation"
"25696","GO:1904550","response to arachidonic acid"
"25697","GO:1904551","cellular response to arachidonic acid"
"25698","GO:1904552","regulation of chemotaxis to arachidonic acid"
"25699","GO:1904553","negative regulation of chemotaxis to arachidonic acid"
"25700","GO:1904554","positive regulation of chemotaxis to arachidonic acid"
"25701","GO:1904555","L-proline transmembrane transport"
"25702","GO:1904556","L-tryptophan transmembrane transport"
"25703","GO:1904557","L-alanine transmembrane transport"
"25704","GO:1904558","response to dextromethorphan"
"25705","GO:1904559","cellular response to dextromethorphan"
"25706","GO:1904560","response to diphenidol"
"25707","GO:1904561","cellular response to diphenidol"
"25708","GO:1904562","phosphatidylinositol 5-phosphate metabolic process"
"25709","GO:1904563","phosphatidylinositol 5-phosphate biosynthetic process"
"25710","GO:1904565","response to 1-oleoyl-sn-glycerol 3-phosphate"
"25711","GO:1904566","cellular response to 1-oleoyl-sn-glycerol 3-phosphate"
"25712","GO:1904567","response to wortmannin"
"25713","GO:1904568","cellular response to wortmannin"
"25714","GO:1904569","regulation of selenocysteine incorporation"
"25715","GO:1904570","negative regulation of selenocysteine incorporation"
"25716","GO:1904571","positive regulation of selenocysteine incorporation"
"25717","GO:1904572","negative regulation of mRNA binding"
"25718","GO:1904573","regulation of selenocysteine insertion sequence binding"
"25719","GO:1904574","negative regulation of selenocysteine insertion sequence binding"
"25720","GO:1904575","positive regulation of selenocysteine insertion sequence binding"
"25721","GO:1904576","response to tunicamycin"
"25722","GO:1904577","cellular response to tunicamycin"
"25723","GO:1904578","response to thapsigargin"
"25724","GO:1904579","cellular response to thapsigargin"
"25725","GO:1904580","regulation of intracellular mRNA localization"
"25726","GO:1904581","negative regulation of intracellular mRNA localization"
"25727","GO:1904582","positive regulation of intracellular mRNA localization"
"25728","GO:1904583","response to polyamine macromolecule"
"25729","GO:1904584","cellular response to polyamine macromolecule"
"25730","GO:1904585","response to putrescine"
"25731","GO:1904586","cellular response to putrescine"
"25732","GO:1904587","response to glycoprotein"
"25733","GO:1904588","cellular response to glycoprotein"
"25734","GO:1904589","regulation of protein import"
"25735","GO:1904590","negative regulation of protein import"
"25736","GO:1904591","positive regulation of protein import"
"25737","GO:1904592","positive regulation of protein refolding"
"25738","GO:1904594","regulation of termination of RNA polymerase II transcription"
"25739","GO:1904595","positive regulation of termination of RNA polymerase II transcription"
"25740","GO:1904596","regulation of connective tissue replacement involved in inflammatory response wound healing"
"25741","GO:1904597","negative regulation of connective tissue replacement involved in inflammatory response wound healing"
"25742","GO:1904598","positive regulation of connective tissue replacement involved in inflammatory response wound healing"
"25743","GO:1904600","actin fusion focus assembly"
"25744","GO:1904601","protein localization to actin fusion focus"
"25745","GO:1904603","regulation of advanced glycation end-product receptor activity"
"25746","GO:1904604","negative regulation of advanced glycation end-product receptor activity"
"25747","GO:1904605","positive regulation of advanced glycation end-product receptor activity"
"25748","GO:1904606","fat cell apoptotic process"
"25749","GO:1904608","response to monosodium L-glutamate"
"25750","GO:1904609","cellular response to monosodium L-glutamate"
"25751","GO:1904610","response to 3,3',4,4',5-pentachlorobiphenyl"
"25752","GO:1904611","cellular response to 3,3',4,4',5-pentachlorobiphenyl"
"25753","GO:1904612","response to 2,3,7,8-tetrachlorodibenzodioxine"
"25754","GO:1904613","cellular response to 2,3,7,8-tetrachlorodibenzodioxine"
"25755","GO:1904614","response to biphenyl"
"25756","GO:1904615","cellular response to biphenyl"
"25757","GO:1904616","regulation of actin binding"
"25758","GO:1904617","negative regulation of actin binding"
"25759","GO:1904618","positive regulation of actin binding"
"25760","GO:1904619","response to dimethyl sulfoxide"
"25761","GO:1904620","cellular response to dimethyl sulfoxide"
"25762","GO:1904624","regulation of glycine secretion, neurotransmission"
"25763","GO:1904625","negative regulation of glycine secretion, neurotransmission"
"25764","GO:1904626","positive regulation of glycine secretion, neurotransmission"
"25765","GO:1904627","response to phorbol 13-acetate 12-myristate"
"25766","GO:1904628","cellular response to phorbol 13-acetate 12-myristate"
"25767","GO:1904629","response to diterpene"
"25768","GO:1904630","cellular response to diterpene"
"25769","GO:1904631","response to glucoside"
"25770","GO:1904632","cellular response to glucoside"
"25771","GO:1904633","regulation of glomerular visceral epithelial cell apoptotic process"
"25772","GO:1904634","negative regulation of glomerular visceral epithelial cell apoptotic process"
"25773","GO:1904635","positive regulation of glomerular visceral epithelial cell apoptotic process"
"25774","GO:1904636","response to ionomycin"
"25775","GO:1904637","cellular response to ionomycin"
"25776","GO:1904638","response to resveratrol"
"25777","GO:1904639","cellular response to resveratrol"
"25778","GO:1904640","response to methionine"
"25779","GO:1904641","response to dinitrophenol"
"25780","GO:1904642","cellular response to dinitrophenol"
"25781","GO:1904643","response to curcumin"
"25782","GO:1904644","cellular response to curcumin"
"25783","GO:1904645","response to amyloid-beta"
"25784","GO:1904646","cellular response to amyloid-beta"
"25785","GO:1904647","response to rotenone"
"25786","GO:1904648","cellular response to rotenone"
"25787","GO:1904649","regulation of fat cell apoptotic process"
"25788","GO:1904650","negative regulation of fat cell apoptotic process"
"25789","GO:1904651","positive regulation of fat cell apoptotic process"
"25790","GO:1904652","protein localization to cell division site involved in cell separation after cytokinesis"
"25791","GO:1904653","regulation of lung alveolus development"
"25792","GO:1904654","negative regulation of lung alveolus development"
"25793","GO:1904655","positive regulation of lung alveolus development"
"25794","GO:1904656","regulation of sensory perception of sweet taste"
"25795","GO:1904657","negative regulation of sensory perception of sweet taste"
"25796","GO:1904658","positive regulation of sensory perception of sweet taste"
"25797","GO:1904659","glucose transmembrane transport"
"25798","GO:1904660","regulation of sensory perception of bitter taste"
"25799","GO:1904661","negative regulation of sensory perception of bitter taste"
"25800","GO:1904662","positive regulation of sensory perception of bitter taste"
"25801","GO:1904663","regulation of N-terminal peptidyl-methionine acetylation"
"25802","GO:1904664","negative regulation of N-terminal peptidyl-methionine acetylation"
"25803","GO:1904665","positive regulation of N-terminal peptidyl-methionine acetylation"
"25804","GO:1904666","regulation of ubiquitin protein ligase activity"
"25805","GO:1904667","negative regulation of ubiquitin protein ligase activity"
"25806","GO:1904668","positive regulation of ubiquitin protein ligase activity"
"25807","GO:1904669","ATP export"
"25808","GO:1904670","actin filament polymerization involved in mitotic actomyosin contractile ring assembly"
"25809","GO:1904671","negative regulation of cell differentiation involved in stem cell population maintenance"
"25810","GO:1904672","regulation of somatic stem cell population maintenance"
"25811","GO:1904673","negative regulation of somatic stem cell population maintenance"
"25812","GO:1904674","positive regulation of somatic stem cell population maintenance"
"25813","GO:1904675","regulation of somatic stem cell division"
"25814","GO:1904676","negative regulation of somatic stem cell division"
"25815","GO:1904677","positive regulation of somatic stem cell division"
"25816","GO:1904679","myo-inositol import across plasma membrane"
"25817","GO:1904681","response to 3-methylcholanthrene"
"25818","GO:1904682","cellular response to 3-methylcholanthrene"
"25819","GO:1904683","regulation of metalloendopeptidase activity"
"25820","GO:1904684","negative regulation of metalloendopeptidase activity"
"25821","GO:1904685","positive regulation of metalloendopeptidase activity"
"25822","GO:1904686","regulation of mitotic spindle disassembly"
"25823","GO:1904687","positive regulation of mitotic spindle disassembly"
"25824","GO:1904688","regulation of cytoplasmic translational initiation"
"25825","GO:1904689","negative regulation of cytoplasmic translational initiation"
"25826","GO:1904690","positive regulation of cytoplasmic translational initiation"
"25827","GO:1904691","negative regulation of type B pancreatic cell proliferation"
"25828","GO:1904692","positive regulation of type B pancreatic cell proliferation"
"25829","GO:1904693","midbrain morphogenesis"
"25830","GO:1904694","negative regulation of vascular associated smooth muscle contraction"
"25831","GO:1904695","positive regulation of vascular associated smooth muscle contraction"
"25832","GO:1904697","regulation of acinar cell proliferation"
"25833","GO:1904698","negative regulation of acinar cell proliferation"
"25834","GO:1904699","positive regulation of acinar cell proliferation"
"25835","GO:1904700","granulosa cell apoptotic process"
"25836","GO:1904701","Wnt-Frizzled-LRP5/6 complex assembly"
"25837","GO:1904702","regulation of protein localization to adherens junction"
"25838","GO:1904703","negative regulation of protein localization to adherens junction"
"25839","GO:1904704","positive regulation of protein localization to adherens junction"
"25840","GO:1904705","regulation of vascular associated smooth muscle cell proliferation"
"25841","GO:1904706","negative regulation of vascular associated smooth muscle cell proliferation"
"25842","GO:1904707","positive regulation of vascular associated smooth muscle cell proliferation"
"25843","GO:1904708","regulation of granulosa cell apoptotic process"
"25844","GO:1904709","negative regulation of granulosa cell apoptotic process"
"25845","GO:1904710","positive regulation of granulosa cell apoptotic process"
"25846","GO:1904711","regulation of Wnt-Frizzled-LRP5/6 complex assembly"
"25847","GO:1904712","positive regulation of Wnt-Frizzled-LRP5/6 complex assembly"
"25848","GO:1904714","regulation of chaperone-mediated autophagy"
"25849","GO:1904715","negative regulation of chaperone-mediated autophagy"
"25850","GO:1904716","positive regulation of chaperone-mediated autophagy"
"25851","GO:1904717","regulation of AMPA glutamate receptor clustering"
"25852","GO:1904718","negative regulation of AMPA glutamate receptor clustering"
"25853","GO:1904719","positive regulation of AMPA glutamate receptor clustering"
"25854","GO:1904723","negative regulation of Wnt-Frizzled-LRP5/6 complex assembly"
"25855","GO:1904726","regulation of replicative senescence"
"25856","GO:1904727","negative regulation of replicative senescence"
"25857","GO:1904728","positive regulation of replicative senescence"
"25858","GO:1904729","regulation of intestinal lipid absorption"
"25859","GO:1904730","negative regulation of intestinal lipid absorption"
"25860","GO:1904731","positive regulation of intestinal lipid absorption"
"25861","GO:1904732","regulation of electron transfer activity"
"25862","GO:1904733","negative regulation of electron transfer activity"
"25863","GO:1904734","positive regulation of electron transfer activity"
"25864","GO:1904735","regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase"
"25865","GO:1904736","negative regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase"
"25866","GO:1904737","positive regulation of fatty acid beta-oxidation using acyl-CoA dehydrogenase"
"25867","GO:1904738","vascular associated smooth muscle cell migration"
"25868","GO:1904739","regulation of synapse organization by posttranscriptional regulation of gene expression"
"25869","GO:1904742","regulation of telomeric DNA binding"
"25870","GO:1904743","negative regulation of telomeric DNA binding"
"25871","GO:1904744","positive regulation of telomeric DNA binding"
"25872","GO:1904745","Atg1/ULK1 kinase complex assembly"
"25873","GO:1904746","negative regulation of apoptotic process involved in development"
"25874","GO:1904747","positive regulation of apoptotic process involved in development"
"25875","GO:1904748","regulation of apoptotic process involved in development"
"25876","GO:1904749","regulation of protein localization to nucleolus"
"25877","GO:1904750","negative regulation of protein localization to nucleolus"
"25878","GO:1904751","positive regulation of protein localization to nucleolus"
"25879","GO:1904752","regulation of vascular associated smooth muscle cell migration"
"25880","GO:1904753","negative regulation of vascular associated smooth muscle cell migration"
"25881","GO:1904754","positive regulation of vascular associated smooth muscle cell migration"
"25882","GO:1904755","regulation of gut granule assembly"
"25883","GO:1904756","negative regulation of gut granule assembly"
"25884","GO:1904757","positive regulation of gut granule assembly"
"25885","GO:1904758","protein localization to new growing cell tip"
"25886","GO:1904759","protein localization to equatorial microtubule organizing center"
"25887","GO:1904760","regulation of myofibroblast differentiation"
"25888","GO:1904761","negative regulation of myofibroblast differentiation"
"25889","GO:1904762","positive regulation of myofibroblast differentiation"
"25890","GO:1904763","chaperone-mediated autophagy translocation complex assembly"
"25891","GO:1904764","chaperone-mediated autophagy translocation complex disassembly"
"25892","GO:1904765","positive regulation of transcription from RNA polymerase II promoter in response to maltose"
"25893","GO:1904766","negative regulation of macroautophagy by TORC1 signaling"
"25894","GO:1904770","intramembranous bone morphogenesis"
"25895","GO:1904772","response to tetrachloromethane"
"25896","GO:1904774","negative regulation of ubiquinone biosynthetic process"
"25897","GO:1904775","positive regulation of ubiquinone biosynthetic process"
"25898","GO:1904776","regulation of protein localization to cell cortex"
"25899","GO:1904777","negative regulation of protein localization to cell cortex"
"25900","GO:1904778","positive regulation of protein localization to cell cortex"
"25901","GO:1904779","regulation of protein localization to centrosome"
"25902","GO:1904780","negative regulation of protein localization to centrosome"
"25903","GO:1904781","positive regulation of protein localization to centrosome"
"25904","GO:1904782","negative regulation of NMDA glutamate receptor activity"
"25905","GO:1904783","positive regulation of NMDA glutamate receptor activity"
"25906","GO:1904784","NLRP1 inflammasome complex assembly"
"25907","GO:1904785","regulation of asymmetric protein localization involved in cell fate determination"
"25908","GO:1904786","negative regulation of asymmetric protein localization involved in cell fate determination"
"25909","GO:1904787","positive regulation of asymmetric protein localization involved in cell fate determination"
"25910","GO:1904789","regulation of mitotic actomyosin contractile ring maintenance"
"25911","GO:1904790","regulation of shelterin complex assembly"
"25912","GO:1904791","negative regulation of shelterin complex assembly"
"25913","GO:1904792","positive regulation of shelterin complex assembly"
"25914","GO:1904793","regulation of euchromatin binding"
"25915","GO:1904794","negative regulation of euchromatin binding"
"25916","GO:1904795","positive regulation of euchromatin binding"
"25917","GO:1904796","regulation of core promoter binding"
"25918","GO:1904797","negative regulation of core promoter binding"
"25919","GO:1904798","positive regulation of core promoter binding"
"25920","GO:1904799","regulation of neuron remodeling"
"25921","GO:1904800","negative regulation of neuron remodeling"
"25922","GO:1904801","positive regulation of neuron remodeling"
"25923","GO:1904802","RITS complex assembly"
"25924","GO:1904803","regulation of translation involved in cellular response to UV"
"25925","GO:1904806","regulation of protein oxidation"
"25926","GO:1904807","negative regulation of protein oxidation"
"25927","GO:1904808","positive regulation of protein oxidation"
"25928","GO:1904809","regulation of dense core granule transport"
"25929","GO:1904810","negative regulation of dense core granule transport"
"25930","GO:1904811","positive regulation of dense core granule transport"
"25931","GO:1904812","rRNA acetylation involved in maturation of SSU-rRNA"
"25932","GO:1904814","regulation of protein localization to chromosome, telomeric region"
"25933","GO:1904815","negative regulation of protein localization to chromosome, telomeric region"
"25934","GO:1904816","positive regulation of protein localization to chromosome, telomeric region"
"25935","GO:1904817","serous membrane development"
"25936","GO:1904818","visceral peritoneum development"
"25937","GO:1904819","parietal peritoneum development"
"25938","GO:1904820","peritoneum development"
"25939","GO:1904821","chloroplast disassembly"
"25940","GO:1904823","purine nucleobase transmembrane transport"
"25941","GO:1904824","anaphase-promoting complex assembly"
"25942","GO:1904825","protein localization to microtubule plus-end"
"25943","GO:1904826","regulation of hydrogen sulfide biosynthetic process"
"25944","GO:1904827","negative regulation of hydrogen sulfide biosynthetic process"
"25945","GO:1904828","positive regulation of hydrogen sulfide biosynthetic process"
"25946","GO:1904829","regulation of aortic smooth muscle cell differentiation"
"25947","GO:1904830","negative regulation of aortic smooth muscle cell differentiation"
"25948","GO:1904831","positive regulation of aortic smooth muscle cell differentiation"
"25949","GO:1904832","negative regulation of removal of superoxide radicals"
"25950","GO:1904833","positive regulation of removal of superoxide radicals"
"25951","GO:1904835","dorsal root ganglion morphogenesis"
"25952","GO:1904836","facioacoustic ganglion morphogenesis"
"25953","GO:1904837","beta-catenin-TCF complex assembly"
"25954","GO:1904838","regulation of male germ-line stem cell asymmetric division"
"25955","GO:1904839","negative regulation of male germ-line stem cell asymmetric division"
"25956","GO:1904840","positive regulation of male germ-line stem cell asymmetric division"
"25957","GO:1904842","response to nitroglycerin"
"25958","GO:1904843","cellular response to nitroglycerin"
"25959","GO:1904844","response to L-glutamine"
"25960","GO:1904845","cellular response to L-glutamine"
"25961","GO:1904846","negative regulation of establishment of bipolar cell polarity"
"25962","GO:1904847","regulation of cell chemotaxis to fibroblast growth factor"
"25963","GO:1904848","negative regulation of cell chemotaxis to fibroblast growth factor"
"25964","GO:1904849","positive regulation of cell chemotaxis to fibroblast growth factor"
"25965","GO:1904850","negative regulation of establishment of protein localization to telomere"
"25966","GO:1904851","positive regulation of establishment of protein localization to telomere"
"25967","GO:1904853","protein localization to ascospore wall"
"25968","GO:1904857","regulation of endothelial cell chemotaxis to vascular endothelial growth factor"
"25969","GO:1904858","negative regulation of endothelial cell chemotaxis to vascular endothelial growth factor"
"25970","GO:1904859","positive regulation of endothelial cell chemotaxis to vascular endothelial growth factor"
"25971","GO:1904860","DNA synthesis involved in mitotic DNA replication"
"25972","GO:1904861","excitatory synapse assembly"
"25973","GO:1904862","inhibitory synapse assembly"
"25974","GO:1904863","regulation of beta-catenin-TCF complex assembly"
"25975","GO:1904864","negative regulation of beta-catenin-TCF complex assembly"
"25976","GO:1904865","positive regulation of beta-catenin-TCF complex assembly"
"25977","GO:1904866","ventral tegmental area development"
"25978","GO:1904867","protein localization to Cajal body"
"25979","GO:1904868","telomerase catalytic core complex assembly"
"25980","GO:1904869","regulation of protein localization to Cajal body"
"25981","GO:1904870","negative regulation of protein localization to Cajal body"
"25982","GO:1904871","positive regulation of protein localization to Cajal body"
"25983","GO:1904872","regulation of telomerase RNA localization to Cajal body"
"25984","GO:1904873","negative regulation of telomerase RNA localization to Cajal body"
"25985","GO:1904874","positive regulation of telomerase RNA localization to Cajal body"
"25986","GO:1904875","regulation of DNA ligase activity"
"25987","GO:1904876","negative regulation of DNA ligase activity"
"25988","GO:1904877","positive regulation of DNA ligase activity"
"25989","GO:1904878","negative regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"
"25990","GO:1904879","positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel"
"25991","GO:1904880","response to hydrogen sulfide"
"25992","GO:1904881","cellular response to hydrogen sulfide"
"25993","GO:1904882","regulation of telomerase catalytic core complex assembly"
"25994","GO:1904883","negative regulation of telomerase catalytic core complex assembly"
"25995","GO:1904884","positive regulation of telomerase catalytic core complex assembly"
"25996","GO:1904885","beta-catenin destruction complex assembly"
"25997","GO:1904886","beta-catenin destruction complex disassembly"
"25998","GO:1904887","Wnt signalosome assembly"
"25999","GO:1904888","cranial skeletal system development"
"26000","GO:1904889","regulation of excitatory synapse assembly"
"26001","GO:1904890","negative regulation of excitatory synapse assembly"
"26002","GO:1904891","positive regulation of excitatory synapse assembly"
"26003","GO:1904892","regulation of receptor signaling pathway via STAT"
"26004","GO:1904893","negative regulation of receptor signaling pathway via STAT"
"26005","GO:1904894","positive regulation of receptor signaling pathway via STAT"
"26006","GO:1904895","ESCRT complex assembly"
"26007","GO:1904896","ESCRT complex disassembly"
